,isInner,id1,id2,group1,group2,fourbytes,ppdeep,byteBagJaccard,lzjd1,size
61,False,UniswapV2Router02 - 0.5.16.hex,BinaryOptionMarketManager - 0.7.6.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.0,0.6104183427192277,0.28240450845335,0.6470588235294118
62,False,UniswapV2Router02 - 0.5.16.hex,BinaryOptionMarketManager - 0.6.12.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,50.0,0.6104183427192277,0.2752179327521793,0.6470961481039116
63,False,UniswapV2Router02 - 0.5.16.hex,BinaryOptionMarketManager - 0.5.16.hex,UniswapV2Router02,BinaryOptionMarketManager,0.0,49.13793103448276,0.6134808853118713,0.28562460765850595,0.6621379516273515
64,False,UniswapV2Router02 - 0.8.4.hex,Synthetix - 0.6.12.hex,UniswapV2Router02,Synthetix,0.0,51.21951219512195,0.7859761419842887,0.3111395646606914,0.971886450022258
65,False,UniswapV2Router02 - 0.8.4.hex,Synthetix - 0.8.4.hex,UniswapV2Router02,Synthetix,0.0,53.65853658536585,0.791076568796776,0.3438320209973753,0.9820425732252749
66,False,UniswapV2Router02 - 0.8.4.hex,Synthetix - 0.7.6.hex,UniswapV2Router02,Synthetix,0.0,48.78048780487805,0.7869291705498602,0.309462915601023,0.9706879430195527
67,False,UniswapV2Router02 - 0.8.4.hex,Synthetix - 0.5.16.hex,UniswapV2Router02,Synthetix,0.0,51.21951219512195,0.7822387207310109,0.30362826225334183,0.9976087179311994
68,False,UniswapV2Router02 - 0.7.6.hex,Synthetix - 0.6.12.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.65398341843738,0.1844997108155003,0.9171658093157635
69,False,UniswapV2Router02 - 0.7.6.hex,Synthetix - 0.8.4.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6459905151972408,0.17768832662449685,0.8753741130578068
70,False,UniswapV2Router02 - 0.7.6.hex,Synthetix - 0.7.6.hex,UniswapV2Router02,Synthetix,0.0,50.0,0.6546683519261417,0.17836593785960875,0.9182982326172082
71,False,UniswapV2Router02 - 0.7.6.hex,Synthetix - 0.5.16.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6453119965632048,0.1817657241777265,0.8892494790421207
72,False,UniswapV2Router02 - 0.6.12.hex,Synthetix - 0.6.12.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6541650650705617,0.18040345821325648,0.9172362765132831
73,False,UniswapV2Router02 - 0.6.12.hex,Synthetix - 0.8.4.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6461679422227014,0.17363896848137536,0.8754413693378619
74,False,UniswapV2Router02 - 0.6.12.hex,Synthetix - 0.7.6.hex,UniswapV2Router02,Synthetix,0.0,50.0,0.654850233580654,0.1743119266055046,0.9183687868204748
75,False,UniswapV2Router02 - 0.6.12.hex,Synthetix - 0.5.16.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6454887218045112,0.17768832662449685,0.8893178013869436
76,False,UniswapV2Router02 - 0.5.16.hex,Synthetix - 0.6.12.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6824379825858387,0.20046893317702227,0.9439785779719541
77,False,UniswapV2Router02 - 0.5.16.hex,Synthetix - 0.8.4.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6733114824566117,0.1886244921648288,0.9009651276187914
78,False,UniswapV2Router02 - 0.5.16.hex,Synthetix - 0.7.6.hex,UniswapV2Router02,Synthetix,0.0,50.0,0.6821319018404908,0.19976567076742824,0.9451441069601721
79,False,UniswapV2Router02 - 0.5.16.hex,Synthetix - 0.5.16.hex,UniswapV2Router02,Synthetix,0.0,47.5,0.6753191032929314,0.19416909620991255,0.9152461312472244
80,False,UniswapV2Router02 - 0.8.4.hex,CollateralManagerState - 0.8.4.hex,UniswapV2Router02,CollateralManagerState,0.0,32.183908045977006,0.22492970946579194,0.09930220075147611,0.23911926856829777
81,False,UniswapV2Router02 - 0.8.4.hex,CollateralManagerState - 0.5.16.hex,UniswapV2Router02,CollateralManagerState,0.0,32.55813953488372,0.21469682773390444,0.09518716577540107,0.22689449714070473
82,False,UniswapV2Router02 - 0.8.4.hex,CollateralManagerState - 0.6.12.hex,UniswapV2Router02,CollateralManagerState,0.0,32.55813953488372,0.21349216972292867,0.09518716577540107,0.22620963599630176
83,False,UniswapV2Router02 - 0.8.4.hex,CollateralManagerState - 0.7.6.hex,UniswapV2Router02,CollateralManagerState,0.0,31.395348837209298,0.2139223560910308,0.09577314071696094,0.22641509433962265
84,False,UniswapV2Router02 - 0.7.6.hex,CollateralManagerState - 0.8.4.hex,UniswapV2Router02,CollateralManagerState,0.0,31.034482758620683,0.23485165064772254,0.0705697856769472,0.2682570780991894
